Date : 2025-05-20 20:58:23
Directory : c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\lib
Total : 365 files,  -86688 codes, -2816 comments, -8580 blanks, all -98084 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\556b6r66\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                  | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\556b6r66\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                        | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\556b6r66\x86_64\android_gradle_build.json                                                              | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\556b6r66\x86_64\android_gradle_build_mini.json                                                         | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\556b6r66\x86_64\cmake_install.cmake                                                                    | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\556b6r66\x86_64\prefab_config.json                                                                     | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\.cmake\api\v1\reply\cache-v2-89fcd37fc18fa25bc90f.json                              | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\.cmake\api\v1\reply\cmakeFiles-v1-5d3be3e5c751b32e6b9e.json                         | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\.cmake\api\v1\reply\codemodel-v2-0df218e22f659c8c032e.json                          | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                     | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\.cmake\api\v1\reply\index-2025-05-03T08-02-57-0727.json                             | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\CMakeCache.txt                                                                      | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                               | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                             | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                                  | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp               | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                     | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\android_gradle_build.json                                                           | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\android_gradle_build_mini.json                                                      | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\cmake_install.cmake                                                                 | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\arm64-v8a\prefab_config.json                                                                  | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\.cmake\api\v1\reply\cache-v2-81d468784a74c3a195e2.json                            | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\.cmake\api\v1\reply\cmakeFiles-v1-f4ac740718caaaaecc33.json                       | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\.cmake\api\v1\reply\codemodel-v2-6ac9c26d77193d7cff83.json                        | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                   | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\.cmake\api\v1\reply\index-2025-05-03T08-03-03-0215.json                           | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\CMakeCache.txt                                                                    | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                             | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                           | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                                | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp             | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                   | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\android_gradle_build.json                                                         | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\android_gradle_build_mini.json                                                    | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\cmake_install.cmake                                                               | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\armeabi-v7a\prefab_config.json                                                                | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\.cmake\api\v1\reply\cache-v2-a1f7002afad0b5b1329e.json                                    | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\.cmake\api\v1\reply\cmakeFiles-v1-95be43b30070c3f91f9b.json                               | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\.cmake\api\v1\reply\codemodel-v2-0c0a76968fcfef52d44d.json                                | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                           | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\.cmake\api\v1\reply\index-2025-05-03T08-03-07-0918.json                                   | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\CMakeCache.txt                                                                            | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                                     | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                                   | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                                        | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                     | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                           | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\android_gradle_build.json                                                                 | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\android_gradle_build_mini.json                                                            | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\cmake_install.cmake                                                                       | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86\prefab_config.json                                                                        | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\.cmake\api\v1\reply\cache-v2-cc0ab85a893b54bd5100.json                                 | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-3b7685a3173377b1141b.json                            | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\.cmake\api\v1\reply\codemodel-v2-7a8c7bdb90cf3b41dd1e.json                             | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                        | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\.cmake\api\v1\reply\index-2025-05-03T08-03-09-0941.json                                | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\CMakeCache.txt                                                                         | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                                  | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                                | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                                     | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                  | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                        | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\android_gradle_build.json                                                              | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\android_gradle_build_mini.json                                                         | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\cmake_install.cmake                                                                    | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\Debug\s1j3n24t\x86_64\prefab_config.json                                                                     | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\.cmake\api\v1\reply\cache-v2-511efb73aec636dfe04d.json                     | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\.cmake\api\v1\reply\cmakeFiles-v1-bf867746cc1dfa9971cf.json                | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\.cmake\api\v1\reply\codemodel-v2-4a91bdbe2985827f4ef6.json                 | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\.cmake\api\v1\reply\directory-.-RelWithDebInfo-d0094a50bb2071803777.json   | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\.cmake\api\v1\reply\index-2025-05-20T09-36-54-0630.json                    | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\CMakeCache.txt                                                             | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                      | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                    | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                         | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp      | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c            | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\android_gradle_build.json                                                  | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\android_gradle_build_mini.json                                             | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\cmake_install.cmake                                                        | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\arm64-v8a\prefab_config.json                                                         | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\.cmake\api\v1\reply\cache-v2-27322c00dabe0d289860.json                   | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\.cmake\api\v1\reply\cmakeFiles-v1-b846f3a4e6fe5c2a6155.json              | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\.cmake\api\v1\reply\codemodel-v2-f7fb46c89711406ab0c8.json               | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\.cmake\api\v1\reply\directory-.-RelWithDebInfo-d0094a50bb2071803777.json | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\.cmake\api\v1\reply\index-2025-05-20T09-36-56-0215.json                  | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\CMakeCache.txt                                                           | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                    | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                  | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                       | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp    | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c          | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\android_gradle_build.json                                                | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\android_gradle_build_mini.json                                           | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\cmake_install.cmake                                                      | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\armeabi-v7a\prefab_config.json                                                       | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\.cmake\api\v1\reply\cache-v2-8de08ffad1025213fb99.json                           | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\.cmake\api\v1\reply\cmakeFiles-v1-ae2643dd368182f39201.json                      | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\.cmake\api\v1\reply\codemodel-v2-5da19380945983da5dc7.json                       | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\.cmake\api\v1\reply\directory-.-RelWithDebInfo-d0094a50bb2071803777.json         | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\.cmake\api\v1\reply\index-2025-05-20T09-36-57-0707.json                          | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\CMakeCache.txt                                                                   | CMake Cache        |       -324 |          0 |        -78 |       -402 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake                            | CMake              |        -55 |          0 |        -18 |        -73 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake                          | CMake              |        -64 |          0 |        -20 |        -84 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake                               | CMake              |        -11 |          0 |         -5 |        -16 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp            | C++                |       -598 |        -64 |       -130 |       -792 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                  | C                  |       -610 |        -62 |       -132 |       -804 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\android_gradle_build.json                                                        | JSON               |        -28 |          0 |          0 |        -28 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\android_gradle_build_mini.json                                                   | JSON               |        -20 |          0 |          0 |        -20 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\cmake_install.cmake                                                              | CMake              |        -46 |          0 |         -9 |        -55 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86\prefab_config.json                                                               | JSON               |         -4 |          0 |          0 |         -4 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86_64\.cmake\api\v1\reply\cache-v2-469e1f4d14a3218b30e1.json                        | JSON               |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-b5b9db84efcaab2c9974.json                   | JSON               |       -799 |          0 |         -1 |       -800 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86_64\.cmake\api\v1\reply\codemodel-v2-d346bdee0d74dce8ef92.json                    | JSON               |        -43 |          0 |         -1 |        -44 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86_64\.cmake\api\v1\reply\directory-.-RelWithDebInfo-d0094a50bb2071803777.json      | JSON               |        -14 |          0 |         -1 |        -15 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86_64\.cmake\api\v1\reply\index-2025-05-20T09-36-59-0328.json                       | JSON               |        -92 |          0 |         -1 |        -93 |
| c:\Users\isaac\dev\Capstone-Project\Capstone-Frontend\android\app\.cxx\RelWithDebInfo\2731635f\x86_64\CMakeCache.txt                                                                | CMake Cache        |       -324 |          0 |        -78 |       -402 |
